  ,// User name
28-5-2013,// Evaluation date
01Lprocessed (1),0-0-0,00:00:00:000,// Source file name and timestamp
60.000,// Measurement rate
55.700,// Data capture period
BUTTERWORTH FILTER,// Smoothing function
INTERPOLATE BAD DATA,// Data repair function
Frame #,Thorax / Sensor #0 / T12/L1 / World Ref. Frame / Quaternion / Q0 / Time,Thorax / Sensor #0 / T12/L1 / World Ref. Frame / Quaternion / Q1 / Time,Thorax / Sensor #0 / T12/L1 / World Ref. Frame / Quaternion / Q2 / Time,Thorax / Sensor #0 / T12/L1 / World Ref. Frame / Quaternion / Q3 / Time,Lumbar / Sensor #0 / L5/S1 / World Ref. Frame / Quaternion / Q0 / Time,Lumbar / Sensor #0 / L5/S1 / World Ref. Frame / Quaternion / Q1 / Time,Lumbar / Sensor #0 / L5/S1 / World Ref. Frame / Quaternion / Q2 / Time,Lumbar / Sensor #0 / L5/S1 / World Ref. Frame / Quaternion / Q3 / Time,Left Upper Arm / Sensor #0 / Left Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Left Upper Arm / Sensor #0 / Left Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Left Upper Arm / Sensor #0 / Left Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Left Upper Arm / Sensor #0 / Left Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Left Forearm / Sensor #0 / Left Elbow / Left Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Left Forearm / Sensor #0 / Left Elbow / Left Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Left Forearm / Sensor #0 / Left Elbow / Left Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Left Forearm / Sensor #0 / Left Elbow / Left Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Left Thigh / Sensor #0 / Left Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Left Thigh / Sensor #0 / Left Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Left Thigh / Sensor #0 / Left Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Left Thigh / Sensor #0 / Left Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Left Shank / Sensor #0 / Left Knee / Left Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Left Shank / Sensor #0 / Left Knee / Left Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Left Shank / Sensor #0 / Left Knee / Left Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Left Shank / Sensor #0 / Left Knee / Left Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Left Foot / Sensor #0 / Left Ankle / Left Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Left Foot / Sensor #0 / Left Ankle / Left Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Left Foot / Sensor #0 / Left Ankle / Left Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Left Foot / Sensor #0 / Left Ankle / Left Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Right Upper Arm / Sensor #0 / Right Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Right Upper Arm / Sensor #0 / Right Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Right Upper Arm / Sensor #0 / Right Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Right Upper Arm / Sensor #0 / Right Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Right Forearm / Sensor #0 / Right Elbow / Right Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Right Forearm / Sensor #0 / Right Elbow / Right Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Right Forearm / Sensor #0 / Right Elbow / Right Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Right Forearm / Sensor #0 / Right Elbow / Right Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Right Thigh / Sensor #0 / Right Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Right Thigh / Sensor #0 / Right Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Right Thigh / Sensor #0 / Right Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Right Thigh / Sensor #0 / Right Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Right Shank / Sensor #0 / Right Knee / Right Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Right Shank / Sensor #0 / Right Knee / Right Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Right Shank / Sensor #0 / Right Knee / Right Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Right Shank / Sensor #0 / Right Knee / Right Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Right Foot / Sensor #0 / Right Ankle / Right Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Right Foot / Sensor #0 / Right Ankle / Right Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Right Foot / Sensor #0 / Right Ankle / Right Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Right Foot / Sensor #0 / Right Ankle / Right Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,
0,0.997857,0.020215,0.015064,-0.060384,0.993685,0.014419,0.108357,-0.025315,0.985354,0.115783,0.032643,0.120854,0.984725,-0.127679,-0.116322,-0.022011,0.991217,0.089902,0.086255,0.044349,0.983288,0.010022,0.092376,0.156559,0.706256,-0.385413,-0.422861,-0.416951,0.991501,-0.050188,0.108997,-0.050271,0.904265,-0.048051,-0.180462,-0.383965,0.807531,0.069357,-0.192224,-0.553293,0.789946,-0.117614,0.311220,0.515068,0.977506,-0.068756,-0.019971,0.198384,
1,0.997855,0.020247,0.015055,-0.060406,0.993685,0.014414,0.108361,-0.025307,0.985359,0.115766,0.032663,0.120824,0.984724,-0.127689,-0.116326,-0.021974,0.991216,0.089906,0.086254,0.044352,0.983288,0.010028,0.092380,0.156560,0.706319,-0.385342,-0.422887,-0.416883,0.991540,-0.049946,0.109270,-0.049125,0.903777,-0.048106,-0.180484,-0.385096,0.807529,0.069370,-0.192225,-0.553294,0.789947,-0.117632,0.311225,0.515059,0.977506,-0.068720,-0.019975,0.198395,
2,0.997849,0.020326,0.015028,-0.060482,0.993687,0.014416,0.108342,-0.025287,0.985372,0.115727,0.032698,0.120749,0.984723,-0.127719,-0.116314,-0.021887,0.991214,0.089908,0.086282,0.044342,0.983286,0.010027,0.092372,0.156577,0.706382,-0.385275,-0.422913,-0.416811,0.991613,-0.049453,0.109758,-0.047028,0.902876,-0.048216,-0.180492,-0.387186,0.807527,0.069359,-0.192206,-0.553305,0.789929,-0.117634,0.311228,0.515083,0.977511,-0.068677,-0.019990,0.198382,
3,0.997829,0.020584,0.014942,-0.060742,0.993698,0.014433,0.108255,-0.025223,0.985412,0.115606,0.032801,0.120511,0.984723,-0.127817,-0.116260,-0.021612,0.991206,0.089905,0.086397,0.044300,0.983279,0.010012,0.092338,0.156640,0.706522,-0.385127,-0.422975,-0.416650,0.991802,-0.047948,0.111195,-0.040810,0.900171,-0.048537,-0.180491,-0.393395,0.807526,0.069289,-0.192128,-0.553343,0.789862,-0.117615,0.311235,0.515186,0.977531,-0.068586,-0.020045,0.198312,
4,0.997791,0.021062,0.014775,-0.061250,0.993723,0.014486,0.108045,-0.025109,0.985486,0.115387,0.032971,0.120070,0.984726,-0.127995,-0.116134,-0.021106,0.991190,0.089879,0.086662,0.044206,0.983267,0.009971,0.092261,0.156765,0.706678,-0.384951,-0.423059,-0.416462,0.992029,-0.045330,0.113611,-0.030275,0.895475,-0.049045,-0.180470,-0.403918,0.807537,0.069105,-0.191950,-0.553410,0.789723,-0.117547,0.311241,0.515412,0.977570,-0.068520,-0.020178,0.198130,
5,0.997734,0.021713,0.014533,-0.061997,0.993766,0.014592,0.107667,-0.024968,0.985588,0.115099,0.033162,0.119450,0.984737,-0.128218,-0.115920,-0.020414,0.991163,0.089811,0.087113,0.044050,0.983249,0.009892,0.092140,0.156950,0.706726,-0.384871,-0.423126,-0.416387,0.992144,-0.042120,0.116439,-0.017827,0.889718,-0.049573,-0.180427,-0.416402,0.807585,0.068772,-0.191650,-0.553487,0.789515,-0.117412,0.311242,0.515761,0.977626,-0.068656,-0.020436,0.197779,
6,0.997665,0.022435,0.014233,-0.062913,0.993825,0.014742,0.107134,-0.024846,0.985711,0.114797,0.033313,0.118684,0.984761,-0.128410,-0.115633,-0.019622,0.991128,0.089701,0.087724,0.043848,0.983228,0.009780,0.091991,0.157179,0.706590,-0.384957,-0.423151,-0.416512,0.992111,-0.039139,0.118905,-0.006818,0.884362,-0.049945,-0.180390,-0.427632,0.807688,0.068338,-0.191244,-0.553530,0.789272,-0.117237,0.311241,0.516172,0.977689,-0.069184,-0.020871,0.197238,
7,0.997591,0.023115,0.013892,-0.063906,0.993888,0.014890,0.106540,-0.024792,0.985846,0.114541,0.033379,0.117784,0.984803,-0.128489,-0.115327,-0.018819,0.991090,0.089579,0.088388,0.043628,0.983202,0.009655,0.091849,0.157431,0.706295,-0.385182,-0.423139,-0.416816,0.992032,-0.037143,0.120384,-0.000048,0.880743,-0.050071,-0.180420,-0.435009,0.807854,0.067937,-0.190799,-0.553492,0.789051,-0.117090,0.311247,0.516540,0.977744,-0.070197,-0.021510,0.196538,
8,0.997521,0.023660,0.013525,-0.064884,0.993940,0.014968,0.106030,-0.024845,0.985990,0.114380,0.033331,0.116749,0.984859,-0.128393,-0.115073,-0.018087,0.991057,0.089496,0.088946,0.043424,0.983170,0.009540,0.091748,0.157695,0.705935,-0.385454,-0.423114,-0.417200,0.992035,-0.036634,0.120517,0.000811,0.879698,-0.049939,-0.180608,-0.437056,0.808062,0.067736,-0.190408,-0.553347,0.788900,-0.117029,0.311265,0.516774,0.977778,-0.071624,-0.022317,0.195761,
9,0.997459,0.024015,0.013140,-0.065780,0.993967,0.014928,0.105742,-0.025024,0.986135,0.114351,0.033157,0.115599,0.984923,-0.128109,-0.114932,-0.017499,0.991036,0.089494,0.089260,0.043259,0.983131,0.009452,0.091710,0.157967,0.705605,-0.385685,-0.423101,-0.417558,0.992141,-0.037823,0.119168,-0.004900,0.881508,-0.049569,-0.181072,-0.433243,0.808282,0.067833,-0.190153,-0.553101,0.788839,-0.117061,0.311288,0.516846,0.977787,-0.073235,-0.023186,0.195015,
10,0.997409,0.024156,0.012746,-0.066554,0.993962,0.014761,0.105735,-0.025332,0.986270,0.114473,0.032852,0.114406,0.984984,-0.127681,-0.114935,-0.017122,0.991032,0.089578,0.089274,0.043154,0.983084,0.009396,0.091741,0.158246,0.705362,-0.385824,-0.423116,-0.417823,0.992227,-0.040699,0.116336,-0.017150,0.886015,-0.048987,-0.181955,-0.423640,0.808486,0.068206,-0.190064,-0.552787,0.788855,-0.117134,0.311297,0.516799,0.977777,-0.074735,-0.023978,0.194400,
