  ,// User name
24-5-2013,// Evaluation date
06Uprocessed.act,0-0-0,00:00:00:000,// Source file name and timestamp
60.000,// Measurement rate
36.500,// Data capture period
BUTTERWORTH FILTER,// Smoothing function
INTERPOLATE BAD DATA,// Data repair function
Frame #,LshX,LshY,LshZ,LebX,LebY,LebZ,LwX,LwY,LwZ,LhipX,LhipY,LhipZ,LkneeX,LkneeY,LkneeZ,LankX,LankY,LankZ,RshX,RshY,RshZ,RebX,RebY,RebZ,RwX,RwY,RwZ,RhipX,RhipY,RhipZ,RkneeX,RkneeY,RkneeZ,RankX,RankY,RankZ,
27,-0.110417,0.452278,1.383359,-0.101500,0.485777,1.146246,0.029313,0.443226,0.921651,-0.104163,0.322025,0.913410,-0.110230,0.380469,0.523599,-0.159073,0.394724,0.091547,-0.179807,0.052990,1.470762,-0.177906,-0.202099,1.422360,-0.127911,-0.294963,1.661047,-0.102346,0.160377,0.914581,-0.102197,0.111925,0.507659,-0.157888,0.089673,0.088146,
28,-0.110268,0.452161,1.383275,-0.100912,0.485715,1.146188,0.030318,0.443301,0.921804,-0.103849,0.321976,0.913395,-0.110085,0.380444,0.523589,-0.159089,0.394715,0.091552,-0.180497,0.053153,1.470458,-0.179564,-0.202097,1.422884,-0.126044,-0.281076,1.666246,-0.102358,0.160335,0.914584,-0.102160,0.111897,0.507661,-0.157888,0.089676,0.088152,
29,-0.110124,0.452066,1.383185,-0.100330,0.485661,1.146120,0.031347,0.443357,0.921964,-0.103538,0.321915,0.913374,-0.109948,0.380408,0.523575,-0.159100,0.394706,0.091553,-0.181181,0.053353,1.470135,-0.181156,-0.202045,1.423347,-0.123913,-0.267027,1.670480,-0.102394,0.160279,0.914593,-0.102123,0.111862,0.507668,-0.157883,0.089678,0.088160,
30,-0.109985,0.451996,1.383088,-0.099764,0.485614,1.146045,0.032384,0.443374,0.922130,-0.103235,0.321845,0.913348,-0.109816,0.380361,0.523555,-0.159105,0.394697,0.091550,-0.181854,0.053588,1.469803,-0.182670,-0.201946,1.423769,-0.121552,-0.252936,1.673759,-0.102458,0.160208,0.914609,-0.102085,0.111820,0.507680,-0.157868,0.089680,0.088169,
31,-0.109852,0.451947,1.382987,-0.099219,0.485571,1.145963,0.033411,0.443338,0.922302,-0.102945,0.321769,0.913318,-0.109687,0.380305,0.523531,-0.159105,0.394688,0.091544,-0.182508,0.053852,1.469472,-0.184094,-0.201808,1.424168,-0.119021,-0.238909,1.676116,-0.102547,0.160123,0.914631,-0.102046,0.111769,0.507699,-0.157843,0.089682,0.088177,
32,-0.109720,0.451916,1.382885,-0.098697,0.485527,1.145877,0.034409,0.443237,0.922477,-0.102670,0.321689,0.913284,-0.109561,0.380241,0.523503,-0.159101,0.394679,0.091537,-0.183136,0.054138,1.469151,-0.185420,-0.201642,1.424556,-0.116395,-0.225030,1.677600,-0.102659,0.160029,0.914658,-0.102005,0.111710,0.507721,-0.157811,0.089685,0.088184,
33,-0.109588,0.451899,1.382788,-0.098201,0.485479,1.145793,0.035357,0.443069,0.922654,-0.102410,0.321609,0.913249,-0.109437,0.380172,0.523471,-0.159096,0.394670,0.091530,-0.183734,0.054437,1.468843,-0.186642,-0.201455,1.424937,-0.113759,-0.211362,1.678272,-0.102781,0.159928,0.914687,-0.101960,0.111645,0.507747,-0.157778,0.089688,0.088189,
34,-0.109447,0.451893,1.382705,-0.097732,0.485422,1.145719,0.036236,0.442834,0.922832,-0.102163,0.321529,0.913212,-0.109316,0.380101,0.523437,-0.159092,0.394660,0.091523,-0.184296,0.054740,1.468543,-0.187763,-0.201258,1.425303,-0.111199,-0.197944,1.678195,-0.102894,0.159823,0.914719,-0.101908,0.111572,0.507775,-0.157747,0.089689,0.088194,
35,-0.109293,0.451894,1.382643,-0.097295,0.485357,1.145662,0.037029,0.442538,0.923009,-0.101929,0.321451,0.913174,-0.109198,0.380029,0.523403,-0.159089,0.394648,0.091519,-0.184825,0.055041,1.468242,-0.188791,-0.201056,1.425628,-0.108786,-0.184795,1.677418,-0.102980,0.159720,0.914752,-0.101848,0.111495,0.507806,-0.157717,0.089689,0.088198,
36,-0.109118,0.451904,1.382608,-0.096895,0.485289,1.145627,0.037721,0.442191,0.923182,-0.101704,0.321372,0.913136,-0.109081,0.379958,0.523368,-0.159091,0.394636,0.091516,-0.185322,0.055332,1.467923,-0.189742,-0.200850,1.425870,-0.106567,-0.171922,1.675970,-0.103033,0.159618,0.914787,-0.101779,0.111414,0.507838,-0.157683,0.089688,0.088202,
37,-0.108919,0.451924,1.382602,-0.096532,0.485222,1.145617,0.038301,0.441805,0.923347,-0.101489,0.321292,0.913099,-0.108965,0.379887,0.523335,-0.159097,0.394624,0.091516,-0.185794,0.055610,1.467568,-0.190629,-0.200641,1.425983,-0.104560,-0.159325,1.673856,-0.103057,0.159519,0.914822,-0.101705,0.111332,0.507872,-0.157642,0.089687,0.088203,
38,-0.108693,0.451955,1.382620,-0.096205,0.485164,1.145628,0.038761,0.441392,0.923491,-0.101282,0.321209,0.913064,-0.108852,0.379816,0.523303,-0.159107,0.394612,0.091517,-0.186247,0.055872,1.467167,-0.191460,-0.200428,1.425930,-0.102750,-0.147006,1.671056,-0.103071,0.159418,0.914861,-0.101633,0.111250,0.507908,-0.157592,0.089686,0.088203,
39,-0.108443,0.452001,1.382654,-0.095907,0.485120,1.145652,0.039102,0.440968,0.923603,-0.101082,0.321123,0.913031,-0.108745,0.379744,0.523274,-0.159119,0.394601,0.091519,-0.186679,0.056116,1.466719,-0.192230,-0.200210,1.425691,-0.101093,-0.134977,1.667536,-0.103096,0.159314,0.914901,-0.101574,0.111170,0.507946,-0.157537,0.089685,0.088203,
