  ,// User name
28-5-2013,// Evaluation date
03Lprocessed (1),0-0-0,00:00:00:000,// Source file name and timestamp
60.000,// Measurement rate
43.717,// Data capture period
BUTTERWORTH FILTER,// Smoothing function
INTERPOLATE BAD DATA,// Data repair function
Frame #,LshX,LshY,LshZ,LebX,LebY,LebZ,LwX,LwY,LwZ,LhipX,LhipY,LhipZ,LkneeX,LkneeY,LkneeZ,LankX,LankY,LankZ,RshX,RshY,RshZ,RebX,RebY,RebZ,RwX,RwY,RwZ,RhipX,RhipY,RhipZ,RkneeX,RkneeY,RkneeZ,RankX,RankY,RankZ,
0,-0.108798,0.392425,1.303330,-0.084542,0.431037,1.072231,-0.031306,0.506909,0.841250,-0.073265,0.278930,0.865645,-0.148210,0.313118,0.432528,-0.190570,0.319497,0.038945,-0.128624,-0.009882,1.282165,-0.103153,-0.036472,1.086105,-0.054122,-0.120015,0.835831,-0.070182,0.126480,0.848446,-0.122910,0.096370,0.466682,-0.173349,0.090221,0.050815,
1,-0.108800,0.392424,1.303331,-0.084542,0.431035,1.072232,-0.031300,0.506911,0.841252,-0.073265,0.278930,0.865645,-0.148210,0.313118,0.432529,-0.190569,0.319498,0.038945,-0.128630,-0.009883,1.282166,-0.103164,-0.036473,1.086104,-0.054128,-0.120014,0.835831,-0.070195,0.126482,0.848452,-0.122885,0.096360,0.466683,-0.173354,0.090219,0.050827,
2,-0.108800,0.392423,1.303333,-0.084539,0.431032,1.072234,-0.031284,0.506912,0.841257,-0.073263,0.278930,0.865647,-0.148210,0.313117,0.432531,-0.190567,0.319498,0.038945,-0.128645,-0.009886,1.282168,-0.103198,-0.036474,1.086104,-0.054142,-0.120014,0.835832,-0.070221,0.126484,0.848459,-0.122835,0.096339,0.466681,-0.173366,0.090214,0.050848,
3,-0.108796,0.392421,1.303340,-0.084523,0.431022,1.072241,-0.031234,0.506912,0.841273,-0.073254,0.278929,0.865652,-0.148212,0.313115,0.432537,-0.190563,0.319497,0.038946,-0.128692,-0.009894,1.282175,-0.103307,-0.036476,1.086102,-0.054187,-0.120015,0.835838,-0.070293,0.126488,0.848477,-0.122687,0.096277,0.466675,-0.173401,0.090201,0.050907,
4,-0.108782,0.392419,1.303355,-0.084488,0.431004,1.072256,-0.031143,0.506906,0.841302,-0.073234,0.278926,0.865659,-0.148214,0.313112,0.432548,-0.190554,0.319494,0.038951,-0.128777,-0.009910,1.282190,-0.103505,-0.036481,1.086101,-0.054267,-0.120020,0.835852,-0.070405,0.126495,0.848500,-0.122450,0.096174,0.466659,-0.173453,0.090181,0.050997,
5,-0.108752,0.392418,1.303378,-0.084431,0.430981,1.072278,-0.031019,0.506889,0.841342,-0.073200,0.278920,0.865667,-0.148217,0.313108,0.432563,-0.190543,0.319489,0.038959,-0.128883,-0.009932,1.282214,-0.103763,-0.036490,1.086104,-0.054371,-0.120038,0.835876,-0.070515,0.126502,0.848509,-0.122211,0.096059,0.466630,-0.173498,0.090162,0.051078,
6,-0.108701,0.392421,1.303407,-0.084354,0.430960,1.072306,-0.030881,0.506862,0.841386,-0.073153,0.278910,0.865672,-0.148219,0.313104,0.432577,-0.190530,0.319482,0.038970,-0.128986,-0.009957,1.282247,-0.104026,-0.036503,1.086115,-0.054479,-0.120077,0.835914,-0.070570,0.126506,0.848482,-0.122088,0.095969,0.466587,-0.173502,0.090160,0.051099,
7,-0.108634,0.392427,1.303439,-0.084263,0.430945,1.072337,-0.030742,0.506829,0.841429,-0.073099,0.278899,0.865673,-0.148219,0.313101,0.432588,-0.190517,0.319472,0.038984,-0.129067,-0.009980,1.282286,-0.104246,-0.036523,1.086136,-0.054575,-0.120142,0.835964,-0.070534,0.126509,0.848404,-0.122178,0.095932,0.466529,-0.173440,0.090186,0.051023,
8,-0.108556,0.392438,1.303471,-0.084165,0.430940,1.072368,-0.030613,0.506798,0.841468,-0.073045,0.278889,0.865672,-0.148215,0.313100,0.432596,-0.190505,0.319462,0.038997,-0.129116,-0.009998,1.282330,-0.104396,-0.036549,1.086168,-0.054649,-0.120231,0.836023,-0.070404,0.126510,0.848274,-0.122508,0.095955,0.466459,-0.173306,0.090246,0.050842,
9,-0.108473,0.392450,1.303501,-0.084066,0.430943,1.072398,-0.030495,0.506778,0.841504,-0.072998,0.278883,0.865668,-0.148206,0.313099,0.432600,-0.190498,0.319454,0.039009,-0.129135,-0.010011,1.282374,-0.104477,-0.036580,1.086207,-0.054702,-0.120336,0.836085,-0.070211,0.126509,0.848107,-0.123022,0.096024,0.466384,-0.173118,0.090331,0.050585,
10,-0.108390,0.392464,1.303530,-0.083969,0.430954,1.072428,-0.030386,0.506771,0.841538,-0.072960,0.278881,0.865666,-0.148193,0.313100,0.432602,-0.190495,0.319447,0.039018,-0.129133,-0.010017,1.282417,-0.104509,-0.036615,1.086249,-0.054737,-0.120448,0.836147,-0.070005,0.126507,0.847936,-0.123589,0.096113,0.466314,-0.172917,0.090422,0.050309,
11,-0.108309,0.392476,1.303560,-0.083873,0.430970,1.072460,-0.030282,0.506776,0.841571,-0.072932,0.278885,0.865666,-0.148177,0.313102,0.432604,-0.190497,0.319443,0.039025,-0.129123,-0.010021,1.282457,-0.104518,-0.036654,1.086292,-0.054762,-0.120557,0.836205,-0.069837,0.126504,0.847797,-0.124058,0.096196,0.466258,-0.172750,0.090498,0.050080,
12,-0.108229,0.392487,1.303591,-0.083779,0.430989,1.072494,-0.030181,0.506791,0.841605,-0.072909,0.278893,0.865668,-0.148160,0.313104,0.432606,-0.190502,0.319440,0.039031,-0.129113,-0.010022,1.282495,-0.104523,-0.036697,1.086334,-0.054783,-0.120660,0.836259,-0.069738,0.126500,0.847718,-0.124312,0.096255,0.466224,-0.172653,0.090542,0.049946,
13,-0.108151,0.392497,1.303625,-0.083685,0.431009,1.072531,-0.030079,0.506812,0.841642,-0.072887,0.278904,0.865670,-0.148142,0.313108,0.432608,-0.190508,0.319439,0.039034,-0.129105,-0.010023,1.282531,-0.104536,-0.036743,1.086373,-0.054809,-0.120754,0.836308,-0.069714,0.126499,0.847708,-0.124315,0.096286,0.466216,-0.172637,0.090550,0.049923,
