  ,// User name
24-5-2013,// Evaluation date
05Wprocessed,0-0-0,00:00:00:000,// Source file name and timestamp
60.000,// Measurement rate
43.600,// Data capture period
BUTTERWORTH FILTER,// Smoothing function
INTERPOLATE BAD DATA,// Data repair function
Frame #,Thorax / Sensor #0 / T12/L1 / World Ref. Frame / Quaternion / Q0 / Time,Thorax / Sensor #0 / T12/L1 / World Ref. Frame / Quaternion / Q1 / Time,Thorax / Sensor #0 / T12/L1 / World Ref. Frame / Quaternion / Q2 / Time,Thorax / Sensor #0 / T12/L1 / World Ref. Frame / Quaternion / Q3 / Time,Lumbar / Sensor #0 / L5/S1 / World Ref. Frame / Quaternion / Q0 / Time,Lumbar / Sensor #0 / L5/S1 / World Ref. Frame / Quaternion / Q1 / Time,Lumbar / Sensor #0 / L5/S1 / World Ref. Frame / Quaternion / Q2 / Time,Lumbar / Sensor #0 / L5/S1 / World Ref. Frame / Quaternion / Q3 / Time,Left Upper Arm / Sensor #0 / Left Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Left Upper Arm / Sensor #0 / Left Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Left Upper Arm / Sensor #0 / Left Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Left Upper Arm / Sensor #0 / Left Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Left Forearm / Sensor #0 / Left Elbow / Left Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Left Forearm / Sensor #0 / Left Elbow / Left Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Left Forearm / Sensor #0 / Left Elbow / Left Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Left Forearm / Sensor #0 / Left Elbow / Left Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Left Thigh / Sensor #0 / Left Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Left Thigh / Sensor #0 / Left Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Left Thigh / Sensor #0 / Left Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Left Thigh / Sensor #0 / Left Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Left Shank / Sensor #0 / Left Knee / Left Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Left Shank / Sensor #0 / Left Knee / Left Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Left Shank / Sensor #0 / Left Knee / Left Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Left Shank / Sensor #0 / Left Knee / Left Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Left Foot / Sensor #0 / Left Ankle / Left Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Left Foot / Sensor #0 / Left Ankle / Left Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Left Foot / Sensor #0 / Left Ankle / Left Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Left Foot / Sensor #0 / Left Ankle / Left Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Right Upper Arm / Sensor #0 / Right Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Right Upper Arm / Sensor #0 / Right Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Right Upper Arm / Sensor #0 / Right Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Right Upper Arm / Sensor #0 / Right Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Right Forearm / Sensor #0 / Right Elbow / Right Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Right Forearm / Sensor #0 / Right Elbow / Right Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Right Forearm / Sensor #0 / Right Elbow / Right Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Right Forearm / Sensor #0 / Right Elbow / Right Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Right Thigh / Sensor #0 / Right Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Right Thigh / Sensor #0 / Right Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Right Thigh / Sensor #0 / Right Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Right Thigh / Sensor #0 / Right Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Right Shank / Sensor #0 / Right Knee / Right Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Right Shank / Sensor #0 / Right Knee / Right Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Right Shank / Sensor #0 / Right Knee / Right Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Right Shank / Sensor #0 / Right Knee / Right Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Right Foot / Sensor #0 / Right Ankle / Right Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Right Foot / Sensor #0 / Right Ankle / Right Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Right Foot / Sensor #0 / Right Ankle / Right Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Right Foot / Sensor #0 / Right Ankle / Right Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,
0,0.996069,-0.010447,0.085928,-0.018814,0.998670,0.045888,0.013024,-0.019552,0.986419,0.033557,-0.152958,0.049559,0.965842,-0.083357,0.005712,0.245294,0.998375,0.017669,0.054095,0.003041,0.998515,-0.046515,0.006691,0.027546,0.990106,0.037675,0.003000,-0.135135,0.747655,0.052958,-0.209983,-0.627786,0.776262,0.073818,0.036508,0.625008,0.999497,-0.014314,0.026639,0.009519,0.998502,0.050336,-0.020045,-0.007667,0.991860,-0.038352,0.050090,0.110606,
1,0.996067,-0.010421,0.085953,-0.018829,0.998671,0.045880,0.013012,-0.019552,0.986421,0.033550,-0.152962,0.049508,0.965851,-0.083343,0.005678,0.245264,0.998375,0.017673,0.054084,0.003047,0.998516,-0.046506,0.006709,0.027547,0.990105,0.037662,0.002998,-0.135144,0.747697,0.052943,-0.210004,-0.627730,0.776288,0.073827,0.036479,0.624976,0.999498,-0.014304,0.026633,0.009516,0.998502,0.050339,-0.020034,-0.007693,0.991856,-0.038390,0.050098,0.110628,
2,0.996062,-0.010361,0.086011,-0.018875,0.998672,0.045863,0.012982,-0.019543,0.986428,0.033549,-0.152961,0.049367,0.965866,-0.083325,0.005601,0.245211,0.998377,0.017682,0.054044,0.003042,0.998516,-0.046486,0.006759,0.027542,0.990106,0.037655,0.002995,-0.135143,0.747759,0.052911,-0.210034,-0.627648,0.776297,0.073854,0.036422,0.624966,0.999499,-0.014281,0.026616,0.009498,0.998501,0.050348,-0.020011,-0.007756,0.991845,-0.038492,0.050118,0.110683,
3,0.996045,-0.010171,0.086189,-0.019029,0.998676,0.045811,0.012888,-0.019510,0.986451,0.033556,-0.152955,0.048912,0.965894,-0.083290,0.005380,0.245119,0.998384,0.017710,0.053905,0.003009,0.998519,-0.046422,0.006929,0.027521,0.990109,0.037643,0.002986,-0.135120,0.747917,0.052811,-0.210115,-0.627442,0.776273,0.073943,0.036255,0.624994,0.999502,-0.014211,0.026559,0.009430,0.998500,0.050377,-0.019939,-0.007951,0.991809,-0.038817,0.050185,0.110860,
4,0.996015,-0.009825,0.086510,-0.019326,0.998684,0.045725,0.012716,-0.019433,0.986494,0.033584,-0.152936,0.048084,0.965885,-0.083281,0.005042,0.245161,0.998399,0.017752,0.053625,0.002917,0.998523,-0.046306,0.007257,0.027468,0.990120,0.037636,0.002972,-0.135045,0.748158,0.052630,-0.210237,-0.627128,0.776177,0.074108,0.035980,0.625110,0.999508,-0.014094,0.026448,0.009286,0.998496,0.050434,-0.019815,-0.008296,0.991744,-0.039400,0.050307,0.111181,
5,0.995975,-0.009356,0.086928,-0.019753,0.998694,0.045634,0.012480,-0.019297,0.986550,0.033648,-0.152899,0.047004,0.965744,-0.083390,0.004740,0.245685,0.998422,0.017788,0.053200,0.002733,0.998529,-0.046153,0.007733,0.027374,0.990141,0.037650,0.002958,-0.134889,0.748427,0.052384,-0.210349,-0.626790,0.775998,0.074324,0.035669,0.625324,0.999516,-0.013964,0.026289,0.009055,0.998492,0.050516,-0.019661,-0.008732,0.991658,-0.040147,0.050474,0.111598,
6,0.995931,-0.008829,0.087367,-0.020265,0.998704,0.045576,0.012205,-0.019092,0.986605,0.033744,-0.152851,0.045912,0.965373,-0.083710,0.004664,0.247035,0.998451,0.017789,0.052664,0.002441,0.998536,-0.045988,0.008314,0.027235,0.990173,0.037685,0.002951,-0.134642,0.748666,0.052104,-0.210387,-0.626515,0.775786,0.074542,0.035427,0.625575,0.999525,-0.013868,0.026103,0.008750,0.998486,0.050615,-0.019512,-0.009167,0.991569,-0.040889,0.050663,0.112033,
7,0.995889,-0.008304,0.087762,-0.020809,0.998712,0.045579,0.011903,-0.018824,0.986647,0.033856,-0.152807,0.045065,0.964735,-0.084285,0.004931,0.249317,0.998484,0.017733,0.052075,0.002062,0.998543,-0.045832,0.008944,0.027055,0.990215,0.037727,0.002962,-0.134323,0.748797,0.051829,-0.210313,-0.626407,0.775602,0.074709,0.035359,0.625787,0.999533,-0.013842,0.025922,0.008412,0.998479,0.050719,-0.019397,-0.009534,0.991493,-0.041478,0.050859,0.112405,
8,0.995855,-0.007823,0.088076,-0.021334,0.998719,0.045640,0.011565,-0.018530,0.986665,0.033955,-0.152791,0.044649,0.963900,-0.085073,0.005518,0.252247,0.998516,0.017626,0.051510,0.001658,0.998549,-0.045701,0.009565,0.026840,0.990262,0.037757,0.003001,-0.133968,0.748681,0.051606,-0.210119,-0.626629,0.775432,0.074792,0.035550,0.625978,0.999538,-0.013890,0.025786,0.008111,0.998473,0.050820,-0.019330,-0.009809,0.991438,-0.041835,0.051058,0.112668,
9,0.995827,-0.007406,0.088304,-0.021805,0.998725,0.045724,0.011162,-0.018277,0.986655,0.034024,-0.152822,0.044720,0.963044,-0.085953,0.006254,0.255184,0.998542,0.017504,0.051050,0.001324,0.998554,-0.045602,0.010134,0.026589,0.990310,0.037765,0.003079,-0.133606,0.748152,0.051482,-0.209825,-0.627369,0.775169,0.074780,0.036047,0.626276,0.999539,-0.013979,0.025739,0.007942,0.998466,0.050915,-0.019308,-0.010016,0.991405,-0.041967,0.051271,0.112808,
10,0.995807,-0.007057,0.088464,-0.022200,0.998730,0.045766,0.010644,-0.018159,0.986617,0.034057,-0.152917,0.045208,0.962387,-0.086769,0.006903,0.257361,0.998558,0.017425,0.050772,0.001172,0.998560,-0.045535,0.010623,0.026304,0.990357,0.037752,0.003196,-0.133256,0.747122,0.051480,-0.209460,-0.628717,0.774705,0.074679,0.036831,0.626816,0.999536,-0.014050,0.025831,0.008006,0.998459,0.051004,-0.019325,-0.010190,0.991390,-0.041936,0.051512,0.112843,
