  ,// User name
24-5-2013,// Evaluation date
05Rprocessed,0-0-0,00:00:00:000,// Source file name and timestamp
60.000,// Measurement rate
78.617,// Data capture period
BUTTERWORTH FILTER,// Smoothing function
INTERPOLATE BAD DATA,// Data repair function
Frame #,LshX,LshY,LshZ,LebX,LebY,LebZ,LwX,LwY,LwZ,LhipX,LhipY,LhipZ,LkneeX,LkneeY,LkneeZ,LankX,LankY,LankZ,RshX,RshY,RshZ,RebX,RebY,RebZ,RwX,RwY,RwZ,RhipX,RhipY,RhipZ,RkneeX,RkneeY,RkneeZ,RankX,RankY,RankZ,
28,-0.335804,0.436441,1.262276,-0.302631,0.447479,1.015778,-0.229488,0.428854,0.784092,-0.290214,0.312816,0.867090,-0.306963,0.327184,0.500027,-0.359887,0.309647,0.052965,-0.322393,0.058608,1.267818,-0.276889,0.015714,1.026809,-0.254797,0.002024,0.788241,-0.334063,0.147375,0.869521,-0.350129,0.138782,0.474354,-0.375723,0.162460,0.055766,
29,-0.335725,0.436498,1.262236,-0.302526,0.447561,1.015742,-0.229408,0.428957,0.784053,-0.290138,0.312824,0.867073,-0.306916,0.327186,0.500012,-0.359894,0.309650,0.052960,-0.322333,0.058688,1.267796,-0.276825,0.015849,1.026777,-0.254682,0.002202,0.788231,-0.334045,0.147387,0.869525,-0.350101,0.138788,0.474358,-0.375728,0.162462,0.055771,
30,-0.335653,0.436551,1.262201,-0.302430,0.447627,1.015712,-0.229337,0.429044,0.784015,-0.290054,0.312834,0.867061,-0.306861,0.327187,0.500001,-0.359901,0.309656,0.052955,-0.322235,0.058747,1.267780,-0.276689,0.015880,1.026774,-0.254579,0.002372,0.788218,-0.334019,0.147401,0.869529,-0.350067,0.138795,0.474362,-0.375707,0.162412,0.055755,
31,-0.335584,0.436603,1.262172,-0.302345,0.447678,1.015684,-0.229270,0.429104,0.783981,-0.289965,0.312844,0.867053,-0.306800,0.327187,0.499993,-0.359906,0.309661,0.052953,-0.322113,0.058792,1.267772,-0.276509,0.015847,1.026790,-0.254491,0.002534,0.788203,-0.333982,0.147415,0.869535,-0.350021,0.138804,0.474367,-0.375671,0.162336,0.055730,
32,-0.335518,0.436655,1.262147,-0.302276,0.447714,1.015659,-0.229206,0.429130,0.783954,-0.289872,0.312855,0.867048,-0.306734,0.327184,0.499989,-0.359908,0.309667,0.052954,-0.321979,0.058833,1.267768,-0.276319,0.015795,1.026814,-0.254422,0.002692,0.788186,-0.333935,0.147429,0.869542,-0.349965,0.138814,0.474374,-0.375639,0.162270,0.055708,
33,-0.335452,0.436709,1.262123,-0.302223,0.447739,1.015632,-0.229148,0.429122,0.783929,-0.289777,0.312865,0.867046,-0.306666,0.327180,0.499988,-0.359907,0.309672,0.052957,-0.321847,0.058879,1.267767,-0.276150,0.015764,1.026834,-0.254373,0.002847,0.788165,-0.333879,0.147442,0.869552,-0.349899,0.138826,0.474383,-0.375624,0.162246,0.055705,
34,-0.335389,0.436766,1.262096,-0.302187,0.447751,1.015600,-0.229102,0.429089,0.783900,-0.289681,0.312874,0.867045,-0.306599,0.327176,0.499988,-0.359902,0.309675,0.052961,-0.321730,0.058939,1.267767,-0.276025,0.015785,1.026841,-0.254347,0.003001,0.788141,-0.333815,0.147455,0.869561,-0.349827,0.138839,0.474393,-0.375633,0.162275,0.055723,
35,-0.335327,0.436825,1.262065,-0.302165,0.447751,1.015560,-0.229074,0.429043,0.783857,-0.289586,0.312883,0.867044,-0.306534,0.327173,0.499988,-0.359897,0.309677,0.052965,-0.321632,0.059016,1.267763,-0.275956,0.015870,1.026831,-0.254345,0.003154,0.788113,-0.333747,0.147467,0.869571,-0.349752,0.138850,0.474402,-0.375658,0.162338,0.055756,
36,-0.335267,0.436885,1.262026,-0.302152,0.447739,1.015512,-0.229068,0.428993,0.783795,-0.289493,0.312892,0.867041,-0.306475,0.327172,0.499986,-0.359893,0.309678,0.052969,-0.321554,0.059109,1.267756,-0.275939,0.016014,1.026803,-0.254369,0.003305,0.788081,-0.333676,0.147480,0.869578,-0.349681,0.138861,0.474409,-0.375681,0.162398,0.055787,
37,-0.335210,0.436944,1.261980,-0.302143,0.447717,1.015456,-0.229080,0.428939,0.783716,-0.289403,0.312904,0.867035,-0.306424,0.327174,0.499981,-0.359891,0.309680,0.052970,-0.321490,0.059213,1.267745,-0.275958,0.016193,1.026763,-0.254415,0.003453,0.788044,-0.333604,0.147494,0.869583,-0.349617,0.138869,0.474415,-0.375685,0.162419,0.055802,
38,-0.335155,0.437001,1.261928,-0.302133,0.447685,1.015394,-0.229099,0.428873,0.783628,-0.289317,0.312918,0.867027,-0.306383,0.327180,0.499975,-0.359892,0.309682,0.052971,-0.321428,0.059319,1.267733,-0.275990,0.016377,1.026720,-0.254483,0.003595,0.788004,-0.333532,0.147509,0.869586,-0.349564,0.138875,0.474419,-0.375663,0.162383,0.055795,
39,-0.335102,0.437056,1.261872,-0.302119,0.447646,1.015329,-0.229115,0.428788,0.783539,-0.289236,0.312935,0.867017,-0.306352,0.327190,0.499967,-0.359896,0.309684,0.052970,-0.321359,0.059419,1.267722,-0.276012,0.016535,1.026681,-0.254568,0.003732,0.787961,-0.333460,0.147525,0.869588,-0.349522,0.138882,0.474422,-0.375620,0.162300,0.055768,
40,-0.335051,0.437108,1.261813,-0.302101,0.447602,1.015262,-0.229120,0.428677,0.783458,-0.289161,0.312955,0.867007,-0.306330,0.327205,0.499959,-0.359902,0.309687,0.052970,-0.321275,0.059508,1.267713,-0.276008,0.016649,1.026652,-0.254666,0.003862,0.787917,-0.333387,0.147541,0.869590,-0.349489,0.138890,0.474426,-0.375573,0.162207,0.055736,
