  ,// User name
21-5-2013,// Evaluation date
04Lprocessed,0-0-0,00:00:00:000,// Source file name and timestamp
60.000,// Measurement rate
48.367,// Data capture period
BUTTERWORTH FILTER,// Smoothing function
INTERPOLATE BAD DATA,// Data repair function
Frame #,Thorax / Sensor #0 / T12/L1 / World Ref. Frame / Quaternion / Q0 / Time,Thorax / Sensor #0 / T12/L1 / World Ref. Frame / Quaternion / Q1 / Time,Thorax / Sensor #0 / T12/L1 / World Ref. Frame / Quaternion / Q2 / Time,Thorax / Sensor #0 / T12/L1 / World Ref. Frame / Quaternion / Q3 / Time,Lumbar / Sensor #0 / L5/S1 / World Ref. Frame / Quaternion / Q0 / Time,Lumbar / Sensor #0 / L5/S1 / World Ref. Frame / Quaternion / Q1 / Time,Lumbar / Sensor #0 / L5/S1 / World Ref. Frame / Quaternion / Q2 / Time,Lumbar / Sensor #0 / L5/S1 / World Ref. Frame / Quaternion / Q3 / Time,Left Upper Arm / Sensor #0 / Left Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Left Upper Arm / Sensor #0 / Left Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Left Upper Arm / Sensor #0 / Left Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Left Upper Arm / Sensor #0 / Left Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Left Forearm / Sensor #0 / Left Elbow / Left Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Left Forearm / Sensor #0 / Left Elbow / Left Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Left Forearm / Sensor #0 / Left Elbow / Left Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Left Forearm / Sensor #0 / Left Elbow / Left Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Left Thigh / Sensor #0 / Left Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Left Thigh / Sensor #0 / Left Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Left Thigh / Sensor #0 / Left Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Left Thigh / Sensor #0 / Left Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Left Shank / Sensor #0 / Left Knee / Left Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Left Shank / Sensor #0 / Left Knee / Left Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Left Shank / Sensor #0 / Left Knee / Left Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Left Shank / Sensor #0 / Left Knee / Left Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Left Foot / Sensor #0 / Left Ankle / Left Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Left Foot / Sensor #0 / Left Ankle / Left Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Left Foot / Sensor #0 / Left Ankle / Left Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Left Foot / Sensor #0 / Left Ankle / Left Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Right Upper Arm / Sensor #0 / Right Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Right Upper Arm / Sensor #0 / Right Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Right Upper Arm / Sensor #0 / Right Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Right Upper Arm / Sensor #0 / Right Shoulder / Thorax - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Right Forearm / Sensor #0 / Right Elbow / Right Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Right Forearm / Sensor #0 / Right Elbow / Right Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Right Forearm / Sensor #0 / Right Elbow / Right Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Right Forearm / Sensor #0 / Right Elbow / Right Upper Arm - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Right Thigh / Sensor #0 / Right Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Right Thigh / Sensor #0 / Right Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Right Thigh / Sensor #0 / Right Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Right Thigh / Sensor #0 / Right Hip / Sacrum - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Right Shank / Sensor #0 / Right Knee / Right Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Right Shank / Sensor #0 / Right Knee / Right Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Right Shank / Sensor #0 / Right Knee / Right Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Right Shank / Sensor #0 / Right Knee / Right Thigh - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,Right Foot / Sensor #0 / Right Ankle / Right Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q0 / Time,Right Foot / Sensor #0 / Right Ankle / Right Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q1 / Time,Right Foot / Sensor #0 / Right Ankle / Right Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q2 / Time,Right Foot / Sensor #0 / Right Ankle / Right Shank - #0 - Center of Mass Ref. Frame / Quaternion / Q3 / Time,
0,0.998973,-0.010979,0.033723,-0.028207,0.998385,0.016655,-0.046513,-0.028033,0.989173,0.047761,-0.027736,0.135963,0.954534,-0.070947,-0.233124,-0.171710,0.996437,0.029927,0.073196,0.029321,0.998705,-0.022572,0.044616,0.009410,0.999768,0.016314,0.002460,-0.013826,0.999454,-0.030187,-0.013407,0.000957,0.968009,0.111998,-0.222415,0.030774,0.995984,-0.031365,0.082896,-0.012637,0.999499,0.030595,0.002873,0.007604,0.998421,-0.013366,0.053922,-0.008349,
1,0.998972,-0.010987,0.033742,-0.028214,0.998384,0.016656,-0.046534,-0.028036,0.989177,0.047771,-0.027721,0.135932,0.954566,-0.070963,-0.233086,-0.171580,0.996436,0.029919,0.073213,0.029321,0.998704,-0.022573,0.044638,0.009412,0.999768,0.016308,0.002445,-0.013826,0.999454,-0.030191,-0.013393,0.000964,0.968019,0.111988,-0.222384,0.030719,0.995982,-0.031368,0.082917,-0.012659,0.999499,0.030576,0.002884,0.007594,0.998421,-0.013402,0.053919,-0.008333,
2,0.998969,-0.011013,0.033799,-0.028220,0.998383,0.016650,-0.046565,-0.028029,0.989192,0.047798,-0.027684,0.135820,0.954669,-0.071034,-0.232984,-0.171111,0.996436,0.029903,0.073222,0.029314,0.998701,-0.022573,0.044712,0.009412,0.999769,0.016305,0.002393,-0.013833,0.999454,-0.030212,-0.013344,0.000944,0.968045,0.111988,-0.222291,0.030575,0.995979,-0.031371,0.082951,-0.012699,0.999501,0.030536,0.002907,0.007558,0.998421,-0.013438,0.053915,-0.008304,
3,0.998962,-0.011100,0.033992,-0.028228,0.998380,0.016626,-0.046651,-0.027998,0.989244,0.047889,-0.027570,0.135435,0.955013,-0.071277,-0.232661,-0.169523,0.996438,0.029857,0.073233,0.029287,0.998689,-0.022567,0.044964,0.009403,0.999769,0.016306,0.002221,-0.013858,0.999454,-0.030286,-0.013177,0.000850,0.968129,0.112004,-0.221978,0.030113,0.995969,-0.031375,0.083053,-0.012818,0.999505,0.030412,0.002977,0.007434,0.998421,-0.013515,0.053901,-0.008214,
4,0.998947,-0.011269,0.034371,-0.028224,0.998377,0.016573,-0.046794,-0.027926,0.989345,0.048060,-0.027369,0.134680,0.955652,-0.071740,-0.232090,-0.166485,0.996442,0.029778,0.073223,0.029239,0.998668,-0.022550,0.045450,0.009358,0.999768,0.016318,0.001892,-0.013903,0.999454,-0.030438,-0.012852,0.000612,0.968284,0.112059,-0.221385,0.029281,0.995950,-0.031382,0.083238,-0.013020,0.999513,0.030195,0.003092,0.007188,0.998423,-0.013601,0.053874,-0.008051,
5,0.998926,-0.011514,0.034940,-0.028178,0.998374,0.016484,-0.046959,-0.027793,0.989487,0.048298,-0.027122,0.133594,0.956505,-0.072383,-0.231390,-0.162229,0.996452,0.029678,0.073150,0.029192,0.998638,-0.022506,0.046156,0.009222,0.999768,0.016348,0.001425,-0.013951,0.999453,-0.030669,-0.012376,0.000147,0.968489,0.112169,-0.220569,0.028226,0.995926,-0.031389,0.083487,-0.013259,0.999524,0.029929,0.003220,0.006809,0.998426,-0.013621,0.053835,-0.007841,
6,0.998900,-0.011818,0.035675,-0.028055,0.998375,0.016360,-0.047099,-0.027589,0.989646,0.048569,-0.026905,0.132355,0.957398,-0.073105,-0.230774,-0.157444,0.996468,0.029571,0.072975,0.029200,0.998603,-0.022415,0.047022,0.008911,0.999768,0.016383,0.000879,-0.013970,0.999451,-0.030968,-0.011786,-0.000607,0.968703,0.112315,-0.219676,0.027236,0.995899,-0.031399,0.083770,-0.013467,0.999534,0.029675,0.003312,0.006305,0.998431,-0.013530,0.053791,-0.007627,
7,0.998870,-0.012158,0.036542,-0.027833,0.998381,0.016214,-0.047178,-0.027312,0.989784,0.048837,-0.026797,0.131245,0.958142,-0.073798,-0.230452,-0.153005,0.996489,0.029465,0.072672,0.029331,0.998566,-0.022257,0.047975,0.008339,0.999769,0.016400,0.000318,-0.013920,0.999446,-0.031311,-0.011121,-0.001674,0.968882,0.112427,-0.218904,0.026645,0.995874,-0.031411,0.084051,-0.013583,0.999543,0.029484,0.003332,0.005691,0.998437,-0.013345,0.053755,-0.007458,
8,0.998839,-0.012524,0.037508,-0.027503,0.998393,0.016061,-0.047175,-0.026970,0.989858,0.049074,-0.026855,0.130578,0.958596,-0.074407,-0.230557,-0.149672,0.996515,0.029360,0.072232,0.029642,0.998530,-0.022023,0.048958,0.007463,0.999771,0.016376,-0.000208,-0.013775,0.999440,-0.031674,-0.010402,-0.003018,0.968987,0.112407,-0.218435,0.026732,0.995852,-0.031425,0.084298,-0.013574,0.999551,0.029378,0.003262,0.004992,0.998441,-0.013126,0.053741,-0.007370,
9,0.998807,-0.012919,0.038526,-0.027077,0.998410,0.015920,-0.047090,-0.026581,0.989839,0.049278,-0.027084,0.130601,0.958702,-0.074945,-0.231110,-0.147860,0.996544,0.029250,0.071668,0.030140,0.998496,-0.021720,0.049936,0.006322,0.999775,0.016306,-0.000676,-0.013536,0.999430,-0.032031,-0.009624,-0.004552,0.969001,0.112163,-0.218387,0.027638,0.995837,-0.031440,0.084494,-0.013439,0.999555,0.029351,0.003105,0.004240,0.998443,-0.012934,0.053757,-0.007366,
10,0.998775,-0.013356,0.039535,-0.026579,0.998430,0.015808,-0.046941,-0.026169,0.989716,0.049466,-0.027440,0.131386,0.958483,-0.075462,-0.232031,-0.147574,0.996574,0.029133,0.071019,0.030774,0.998463,-0.021374,0.050885,0.005042,0.999781,0.016205,-0.001087,-0.013233,0.999419,-0.032359,-0.008761,-0.006139,0.968927,0.111651,-0.218761,0.029303,0.995827,-0.031462,0.084638,-0.013213,0.999558,0.029381,0.002874,0.003476,0.998442,-0.012796,0.053803,-0.007417,
